date,session_key,meeting_key,driver_number,interval,gap_to_leader
2026-03-08T04:03:34.432000+00:00,11234,1279,44,,0.169
2026-03-08T04:03:36.985000+00:00,11234,1279,44,0.124,0.156
2026-03-08T04:03:43.300000+00:00,11234,1279,44,0.409,1.263
2026-03-08T04:03:46.985000+00:00,11234,1279,44,0.001,1.282
2026-03-08T04:03:50.898000+00:00,11234,1279,44,0.161,1.143
2026-03-08T04:03:54.834000+00:00,11234,1279,44,0.168,1.618
2026-03-08T04:04:00.447000+00:00,11234,1279,44,0.369,2.284
2026-03-08T04:04:03.450000+00:00,11234,1279,44,0.284,2.515
2026-03-08T04:04:05.446000+00:00,11234,1279,44,0.302,2.572
2026-03-08T04:04:09.644000+00:00,11234,1279,44,0.343,2.841
2026-03-08T04:04:13.134000+00:00,11234,1279,44,0.379,2.863
2026-03-08T04:04:16.715000+00:00,11234,1279,44,0.453,2.806
2026-03-08T04:04:20.591000+00:00,11234,1279,44,0.587,2.595
2026-03-08T04:04:23.916000+00:00,11234,1279,44,0.672,2.332
2026-03-08T04:04:29.129000+00:00,11234,1279,44,0.266,2.463
2026-03-08T04:04:34.457000+00:00,11234,1279,44,0.037,2.406
2026-03-08T04:04:38.230000+00:00,11234,1279,44,0.046,2.295
2026-03-08T04:04:44.398000+00:00,11234,1279,44,2.02,2.822
2026-03-08T04:04:48.064000+00:00,11234,1279,44,2.329,3.122
2026-03-08T04:04:51.883000+00:00,11234,1279,44,2.499,3.339
2026-03-08T04:04:54.098000+00:00,11234,1279,44,2.54,3.416
2026-03-08T04:04:56.004000+00:00,11234,1279,44,2.542,3.442
2026-03-08T04:05:01.195000+00:00,11234,1279,44,2.563,3.363
2026-03-08T04:05:01.881000+00:00,11234,1279,44,2.567,3.332
2026-03-08T04:05:04.655000+00:00,11234,1279,44,2.513,3.174
2026-03-08T04:05:06.198000+00:00,11234,1279,44,2.457,3.2
2026-03-08T04:05:11.026000+00:00,11234,1279,44,2.525,3.266
2026-03-08T04:05:14.595000+00:00,11234,1279,44,2.674,3.281
2026-03-08T04:05:18.012000+00:00,11234,1279,44,2.641,3.323
2026-03-08T04:05:21.642000+00:00,11234,1279,44,2.506,3.228
2026-03-08T04:05:26.514000+00:00,11234,1279,44,2.558,3.183
2026-03-08T04:05:29.284000+00:00,11234,1279,44,2.639,3.205
2026-03-08T04:05:31.517000+00:00,11234,1279,44,2.784,3.206
2026-03-08T04:05:35.399000+00:00,11234,1279,44,2.747,3.219
2026-03-08T04:05:38.700000+00:00,11234,1279,44,2.773,3.206
2026-03-08T04:05:42.478000+00:00,11234,1279,44,2.837,3.196
2026-03-08T04:05:46.377000+00:00,11234,1279,44,2.98,3.167
2026-03-08T04:05:49.648000+00:00,11234,1279,44,3.107,3.147
2026-03-08T04:05:54.625000+00:00,11234,1279,44,2.56,2.849
2026-03-08T04:05:59.784000+00:00,11234,1279,44,2.635,2.647
2026-03-08T04:06:03.829000+00:00,11234,1279,44,2.415,2.659
2026-03-08T04:06:09.557000+00:00,11234,1279,44,2.238,2.488
2026-03-08T04:06:12.933000+00:00,11234,1279,44,2.034,2.431
2026-03-08T04:06:16.509000+00:00,11234,1279,44,1.852,2.205
2026-03-08T04:06:18.721000+00:00,11234,1279,44,1.838,2.17
2026-03-08T04:06:20.628000+00:00,11234,1279,44,1.711,2.167
2026-03-08T04:06:25.833000+00:00,11234,1279,44,1.723,2.187
2026-03-08T04:06:26.518000+00:00,11234,1279,44,1.746,2.186
2026-03-08T04:06:29.391000+00:00,11234,1279,44,1.87,2.129
2026-03-08T04:06:30.815000+00:00,11234,1279,44,1.793,2.095
2026-03-08T04:06:35.651000+00:00,11234,1279,44,1.733,2.214
2026-03-08T04:06:39.309000+00:00,11234,1279,44,1.794,2.241
2026-03-08T04:06:42.692000+00:00,11234,1279,44,1.846,2.215
2026-03-08T04:06:46.330000+00:00,11234,1279,44,1.699,2.141
2026-03-08T04:06:51.263000+00:00,11234,1279,44,1.666,2.22
2026-03-08T04:06:54.167000+00:00,11234,1279,44,1.767,2.345
2026-03-08T04:06:56.404000+00:00,11234,1279,44,1.833,2.538
2026-03-08T04:07:00.270000+00:00,11234,1279,44,1.795,2.719
2026-03-08T04:07:03.580000+00:00,11234,1279,44,1.798,2.683
2026-03-08T04:07:07.344000+00:00,11234,1279,44,1.831,2.541
2026-03-08T04:07:11.187000+00:00,11234,1279,44,1.911,2.301
2026-03-08T04:07:14.496000+00:00,11234,1279,44,2.029,2.128
2026-03-08T04:07:19.496000+00:00,11234,1279,44,1.538,1.871
2026-03-08T04:07:24.721000+00:00,11234,1279,44,1.608,1.712
2026-03-08T04:07:28.756000+00:00,11234,1279,44,1.529,1.698
2026-03-08T04:07:34.444000+00:00,11234,1279,44,1.264,1.543
2026-03-08T04:07:37.813000+00:00,11234,1279,44,1.125,1.463
2026-03-08T04:07:41.436000+00:00,11234,1279,44,0.926,1.436
2026-03-08T04:07:43.591000+00:00,11234,1279,44,0.875,
2026-03-08T04:07:45.631000+00:00,11234,1279,44,0.824,1.37
2026-03-08T04:07:50.752000+00:00,11234,1279,44,0.659,1.213
2026-03-08T04:07:51.368000+00:00,11234,1279,44,0.616,1.167
2026-03-08T04:07:54.050000+00:00,11234,1279,44,0.444,0.954
2026-03-08T04:07:55.567000+00:00,11234,1279,44,0.422,0.993
2026-03-08T04:08:00.523000+00:00,11234,1279,44,0.501,1.108
2026-03-08T04:08:04.091000+00:00,11234,1279,44,0.58,1.064
2026-03-08T04:08:07.565000+00:00,11234,1279,44,0.575,1.1
2026-03-08T04:08:11.212000+00:00,11234,1279,44,0.519,1.141
2026-03-08T04:08:16.240000+00:00,11234,1279,44,0.588,1.249
2026-03-08T04:08:19.112000+00:00,11234,1279,44,0.763,1.412
2026-03-08T04:08:21.358000+00:00,11234,1279,44,0.957,1.491
2026-03-08T04:08:25.261000+00:00,11234,1279,44,1.044,1.637
2026-03-08T04:08:28.634000+00:00,11234,1279,44,1.091,1.662
2026-03-08T04:08:32.356000+00:00,11234,1279,44,1.153,1.665
2026-03-08T04:08:36.130000+00:00,11234,1279,44,1.202,1.591
2026-03-08T04:08:39.430000+00:00,11234,1279,44,1.232,1.495
2026-03-08T04:08:44.465000+00:00,11234,1279,44,1.005,1.59
2026-03-08T04:08:49.636000+00:00,11234,1279,44,1.137,1.565
2026-03-08T04:08:53.645000+00:00,11234,1279,44,0.97,1.474
2026-03-08T04:08:59.340000+00:00,11234,1279,44,0.957,1.418
2026-03-08T04:09:02.756000+00:00,11234,1279,44,0.958,1.485
2026-03-08T04:09:06.487000+00:00,11234,1279,44,0.908,1.648
2026-03-08T04:09:08.612000+00:00,11234,1279,44,0.895,1.701
2026-03-08T04:09:10.622000+00:00,11234,1279,44,0.865,1.724
2026-03-08T04:09:15.797000+00:00,11234,1279,44,0.897,1.698
2026-03-08T04:09:16.484000+00:00,11234,1279,44,0.893,1.68
2026-03-08T04:09:19.148000+00:00,11234,1279,44,0.896,1.622
2026-03-08T04:09:20.608000+00:00,11234,1279,44,0.882,1.674
2026-03-08T04:09:25.506000+00:00,11234,1279,44,0.979,1.787
2026-03-08T04:09:29.165000+00:00,11234,1279,44,1.092,1.738
2026-03-08T04:09:32.508000+00:00,11234,1279,44,1.016,1.772
2026-03-08T04:09:36.182000+00:00,11234,1279,44,0.992,1.855
2026-03-08T04:09:41.051000+00:00,11234,1279,44,1.04,1.905
2026-03-08T04:09:43.870000+00:00,11234,1279,44,1.104,2.026
2026-03-08T04:09:46.061000+00:00,11234,1279,44,1.207,2.102
2026-03-08T04:09:49.870000+00:00,11234,1279,44,1.208,2.17
2026-03-08T04:09:53.187000+00:00,11234,1279,44,1.268,2.212
2026-03-08T04:09:56.935000+00:00,11234,1279,44,1.321,2.229
2026-03-08T04:10:00.821000+00:00,11234,1279,44,1.361,2.202
2026-03-08T04:10:04.158000+00:00,11234,1279,44,1.394,2.135
2026-03-08T04:10:09.056000+00:00,11234,1279,44,1.46,2.211
2026-03-08T04:10:14.279000+00:00,11234,1279,44,1.55,2.214
2026-03-08T04:10:18.398000+00:00,11234,1279,44,1.576,2.246
2026-03-08T04:10:23.993000+00:00,11234,1279,44,1.534,2.18
2026-03-08T04:10:27.398000+00:00,11234,1279,44,1.539,2.247
2026-03-08T04:10:30.980000+00:00,11234,1279,44,1.399,2.297
2026-03-08T04:10:33.125000+00:00,11234,1279,44,1.402,2.304
2026-03-08T04:10:35.112000+00:00,11234,1279,44,1.383,2.271
2026-03-08T04:10:40.280000+00:00,11234,1279,44,1.384,2.219
2026-03-08T04:10:40.925000+00:00,11234,1279,44,1.378,2.201
2026-03-08T04:10:43.650000+00:00,11234,1279,44,1.361,2.116
2026-03-08T04:10:44.998000+00:00,11234,1279,44,1.354,2.11
2026-03-08T04:10:49.980000+00:00,11234,1279,44,1.518,2.24
2026-03-08T04:10:53.611000+00:00,11234,1279,44,1.681,2.167
2026-03-08T04:10:57.041000+00:00,11234,1279,44,1.68,2.147
2026-03-08T04:11:00.704000+00:00,11234,1279,44,1.579,2.163
2026-03-08T04:11:05.590000+00:00,11234,1279,44,1.608,2.21
2026-03-08T04:11:08.380000+00:00,11234,1279,44,1.702,2.317
2026-03-08T04:11:10.581000+00:00,11234,1279,44,1.832,2.394
2026-03-08T04:11:14.419000+00:00,11234,1279,44,1.809,2.405
2026-03-08T04:11:17.649000+00:00,11234,1279,44,1.85,2.41
2026-03-08T04:11:21.428000+00:00,11234,1279,44,1.92,2.413
2026-03-08T04:11:25.272000+00:00,11234,1279,44,2.036,2.387
2026-03-08T04:11:28.618000+00:00,11234,1279,44,2.163,2.346
2026-03-08T04:11:33.594000+00:00,11234,1279,44,1.981,2.351
2026-03-08T04:11:38.786000+00:00,11234,1279,44,2.172,2.331
2026-03-08T04:11:42.858000+00:00,11234,1279,44,2.209,2.348
2026-03-08T04:11:48.595000+00:00,11234,1279,44,1.836,2.08
2026-03-08T04:11:51.975000+00:00,11234,1279,44,1.704,2.127
2026-03-08T04:11:55.585000+00:00,11234,1279,44,1.533,2.209
2026-03-08T04:11:57.780000+00:00,11234,1279,44,1.407,2.183
2026-03-08T04:11:59.778000+00:00,11234,1279,44,1.316,2.119
2026-03-08T04:12:05.004000+00:00,11234,1279,44,1.4,2.086
2026-03-08T04:12:05.652000+00:00,11234,1279,44,1.442,2.082
2026-03-08T04:12:08.386000+00:00,11234,1279,44,1.615,2.063
2026-03-08T04:12:09.835000+00:00,11234,1279,44,1.559,2.096
2026-03-08T04:12:14.709000+00:00,11234,1279,44,1.618,2.151
2026-03-08T04:12:18.363000+00:00,11234,1279,44,1.72,2.13
2026-03-08T04:12:21.763000+00:00,11234,1279,44,1.626,2.131
2026-03-08T04:12:25.334000+00:00,11234,1279,44,1.505,2.113
2026-03-08T04:12:30.286000+00:00,11234,1279,44,1.538,2.164
2026-03-08T04:12:33.016000+00:00,11234,1279,44,1.615,2.224
2026-03-08T04:12:35.192000+00:00,11234,1279,44,1.698,2.275
2026-03-08T04:12:39.019000+00:00,11234,1279,44,1.731,2.335
2026-03-08T04:12:42.357000+00:00,11234,1279,44,1.785,2.392
2026-03-08T04:12:46.099000+00:00,11234,1279,44,1.777,2.407
2026-03-08T04:12:49.959000+00:00,11234,1279,44,1.736,2.371
