date,session_key,driver_number,gap_to_leader,interval,meeting_key
2026-07-05T14:18:27.565000+00:00,11326,1,11.716,1.721,1289
2026-07-05T14:18:31.728000+00:00,11326,1,11.914,1.738,1289
2026-07-05T14:18:37.830000+00:00,11326,1,11.91,1.768,1289
2026-07-05T14:18:41.726000+00:00,11326,1,11.956,1.819,1289
2026-07-05T14:18:46.057000+00:00,11326,1,12.116,1.907,1289
2026-07-05T14:18:47.330000+00:00,11326,1,12.149,,1289
2026-07-05T14:18:52.337000+00:00,11326,1,12.317,1.843,1289
2026-07-05T14:18:57.923000+00:00,11326,1,12.405,1.817,1289
2026-07-05T14:19:03.391000+00:00,11326,1,12.254,1.76,1289
2026-07-05T14:19:07.231000+00:00,11326,1,12.058,1.727,1289
2026-07-05T14:19:11.165000+00:00,11326,1,12.141,1.612,1289
2026-07-05T14:19:13.700000+00:00,11326,1,12.167,1.604,1289
2026-07-05T14:19:16.327000+00:00,11326,1,12.184,1.586,1289
2026-07-05T14:19:20.025000+00:00,11326,1,12.339,1.497,1289
2026-07-05T14:19:24.693000+00:00,11326,1,12.405,1.487,1289
2026-07-05T14:19:27.216000+00:00,11326,1,12.427,1.516,1289
2026-07-05T14:19:29.613000+00:00,11326,1,12.461,1.553,1289
2026-07-05T14:19:31.672000+00:00,11326,1,12.49,1.589,1289
2026-07-05T14:19:34.733000+00:00,11326,1,12.526,1.565,1289
2026-07-05T14:19:39.926000+00:00,11326,1,12.598,1.595,1289
2026-07-05T14:19:41.160000+00:00,11326,1,12.594,1.626,1289
2026-07-05T14:19:46.902000+00:00,11326,1,12.856,1.666,1289
2026-07-05T14:19:48.313000+00:00,11326,1,12.861,1.62,1289
2026-07-05T14:19:50.371000+00:00,11326,1,12.883,1.582,1289
2026-07-05T14:19:51.248000+00:00,11326,1,12.881,1.568,1289
2026-07-05T14:19:56.067000+00:00,11326,1,12.727,1.574,1289
2026-07-05T14:19:59.357000+00:00,11326,1,12.616,1.558,1289
2026-07-05T14:20:02.875000+00:00,11326,1,12.662,1.591,1289
2026-07-05T14:20:06.947000+00:00,11326,1,12.88,1.561,1289
2026-07-05T14:20:13.025000+00:00,11326,1,12.855,1.576,1289
2026-07-05T14:20:16.915000+00:00,11326,1,12.881,1.601,1289
2026-07-05T14:20:21.215000+00:00,11326,1,13.0,1.654,1289
2026-07-05T14:20:22.472000+00:00,11326,1,13.047,1.68,1289
2026-07-05T14:20:27.501000+00:00,11326,1,13.177,1.599,1289
2026-07-05T14:20:33.105000+00:00,11326,1,13.237,1.595,1289
2026-07-05T14:20:38.541000+00:00,11326,1,13.109,1.537,1289
2026-07-05T14:20:42.404000+00:00,11326,1,12.92,1.481,1289
2026-07-05T14:20:46.354000+00:00,11326,1,13.0,1.403,1289
2026-07-05T14:20:48.883000+00:00,11326,1,13.029,1.389,1289
2026-07-05T14:20:51.499000+00:00,11326,1,13.052,1.362,1289
2026-07-05T14:20:55.243000+00:00,11326,1,13.224,1.298,1289
2026-07-05T14:20:59.925000+00:00,11326,1,13.241,1.268,1289
2026-07-05T14:21:02.414000+00:00,11326,1,13.247,1.269,1289
2026-07-05T14:21:04.858000+00:00,11326,1,13.265,1.262,1289
2026-07-05T14:21:06.874000+00:00,11326,1,13.271,1.25,1289
2026-07-05T14:21:09.939000+00:00,11326,1,13.311,1.223,1289
2026-07-05T14:21:15.072000+00:00,11326,1,13.343,1.215,1289
2026-07-05T14:21:16.714000+00:00,11326,1,13.328,1.242,1289
2026-07-05T14:21:22.234000+00:00,11326,1,13.546,1.256,1289
2026-07-05T14:21:23.588000+00:00,11326,1,13.568,1.243,1289
2026-07-05T14:21:25.670000+00:00,11326,1,13.585,1.235,1289
2026-07-05T14:21:26.547000+00:00,11326,1,,1.233,1289
2026-07-05T14:21:31.387000+00:00,11326,1,13.455,1.206,1289
