session_key,session_type,session_name,date_start,date_end,meeting_key,circuit_key,circuit_short_name,country_key,country_code,country_name,location,gmt_offset,year,is_cancelled
11326,Race,Race,2026-07-05T14:00:00+00:00,2026-07-05T16:00:00+00:00,1289,2,Silverstone,2,GBR,United Kingdom,Silverstone,01:00:00,2026,False
