date,session_key,driver_number,gap_to_leader,interval,meeting_key
2026-03-29T05:17:27.892000+00:00,11253,16,1.686,1.686,1281
2026-03-29T05:17:31.325000+00:00,11253,16,1.739,1.739,1281
2026-03-29T05:17:34.675000+00:00,11253,16,1.788,1.788,1281
2026-03-29T05:17:41.074000+00:00,11253,16,1.824,1.824,1281
2026-03-29T05:17:44.982000+00:00,11253,16,1.887,1.887,1281
2026-03-29T05:17:48.570000+00:00,11253,16,1.917,1.917,1281
2026-03-29T05:17:51.823000+00:00,11253,16,1.881,1.881,1281
2026-03-29T05:17:56.862000+00:00,11253,16,1.824,1.824,1281
2026-03-29T05:18:00.996000+00:00,11253,16,1.833,1.833,1281
2026-03-29T05:18:06.326000+00:00,11253,16,1.754,1.754,1281
2026-03-29T05:18:10.510000+00:00,11253,16,1.744,1.744,1281
2026-03-29T05:18:13.089000+00:00,11253,16,1.643,1.643,1281
2026-03-29T05:18:16.011000+00:00,11253,16,1.533,1.533,1281
2026-03-29T05:18:19.252000+00:00,11253,16,1.48,1.48,1281
2026-03-29T05:18:23.561000+00:00,11253,16,1.487,1.487,1281
2026-03-29T05:18:27.783000+00:00,11253,16,1.5,1.5,1281
2026-03-29T05:18:30.492000+00:00,11253,16,1.44,1.44,1281
2026-03-29T05:18:35.142000+00:00,11253,16,1.288,1.288,1281
2026-03-29T05:18:38.801000+00:00,11253,16,1.22,1.22,1281
2026-03-29T05:18:43.307000+00:00,11253,16,1.251,1.251,1281
2026-03-29T05:18:45.937000+00:00,11253,16,1.283,1.283,1281
2026-03-29T05:18:47.406000+00:00,11253,16,1.309,1.309,1281
2026-03-29T05:18:48.243000+00:00,11253,16,1.333,1.333,1281
2026-03-29T05:18:48.903000+00:00,11253,16,1.375,1.375,1281
2026-03-29T05:18:53.670000+00:00,11253,16,1.665,1.665,1281
2026-03-29T05:18:56.045000+00:00,11253,16,1.749,0.104,1281
2026-03-29T05:18:59.463000+00:00,11253,16,1.996,0.315,1281
2026-03-29T05:19:03.257000+00:00,11253,16,2.14,0.36,1281
2026-03-29T05:19:06.653000+00:00,11253,16,2.242,0.413,1281
2026-03-29T05:19:10.152000+00:00,11253,16,2.391,0.515,1281
2026-03-29T05:19:16.698000+00:00,11253,16,2.483,,1281
2026-03-29T05:19:20.652000+00:00,11253,16,2.557,0.624,1281
2026-03-29T05:19:24.249000+00:00,11253,16,2.534,0.731,1281
2026-03-29T05:19:27.483000+00:00,11253,16,2.501,0.816,1281
2026-03-29T05:19:32.611000+00:00,11253,16,2.538,0.765,1281
2026-03-29T05:19:36.787000+00:00,11253,16,2.602,0.75,1281
2026-03-29T05:19:42.402000+00:00,11253,16,2.684,0.841,1281
2026-03-29T05:19:46.501000+00:00,11253,16,2.713,0.857,1281
2026-03-29T05:19:49.166000+00:00,11253,16,2.644,0.799,1281
2026-03-29T05:19:52.175000+00:00,11253,16,2.566,0.751,1281
2026-03-29T05:19:55.412000+00:00,11253,16,2.588,0.833,1281
2026-03-29T05:19:59.826000+00:00,11253,16,2.608,0.914,1281
2026-03-29T05:20:04.027000+00:00,11253,16,2.611,0.939,1281
2026-03-29T05:20:06.749000+00:00,11253,16,2.531,0.919,1281
2026-03-29T05:20:11.410000+00:00,11253,16,2.37,0.877,1281
2026-03-29T05:20:15.100000+00:00,11253,16,2.32,0.854,1281
2026-03-29T05:20:19.754000+00:00,11253,16,2.565,0.977,1281
2026-03-29T05:20:22.352000+00:00,11253,16,2.646,1.062,1281
2026-03-29T05:20:23.890000+00:00,11253,16,2.655,1.071,1281
2026-03-29T05:20:24.572000+00:00,11253,16,2.661,1.075,1281
2026-03-29T05:20:25.330000+00:00,11253,16,2.67,1.088,1281
2026-03-29T05:20:29.796000+00:00,11253,16,2.709,1.247,1281
2026-03-29T05:20:32.073000+00:00,11253,16,2.692,1.319,1281
2026-03-29T05:20:35.338000+00:00,11253,16,2.745,1.325,1281
2026-03-29T05:20:38.924000+00:00,11253,16,2.688,1.315,1281
2026-03-29T05:20:42.306000+00:00,11253,16,2.725,1.364,1281
2026-03-29T05:20:45.735000+00:00,11253,16,2.76,1.431,1281
2026-03-29T05:20:52.154000+00:00,11253,16,2.624,1.332,1281
2026-03-29T05:20:56.102000+00:00,11253,16,2.711,1.405,1281
2026-03-29T05:20:59.762000+00:00,11253,16,2.786,1.455,1281
2026-03-29T05:21:03.064000+00:00,11253,16,2.824,1.533,1281
2026-03-29T05:21:08.121000+00:00,11253,16,2.849,1.496,1281
2026-03-29T05:21:12.159000+00:00,11253,16,2.829,1.444,1281
2026-03-29T05:21:17.539000+00:00,11253,16,2.789,1.362,1281
2026-03-29T05:21:21.733000+00:00,11253,16,2.82,1.383,1281
2026-03-29T05:21:24.406000+00:00,11253,16,2.81,1.35,1281
2026-03-29T05:21:27.459000+00:00,11253,16,2.811,1.36,1281
2026-03-29T05:21:30.899000+00:00,11253,16,2.822,1.452,1281
2026-03-29T05:21:35.124000+00:00,11253,16,2.855,1.545,1281
2026-03-29T05:21:39.365000+00:00,11253,16,2.873,1.589,1281
2026-03-29T05:21:42.068000+00:00,11253,16,2.803,1.544,1281
2026-03-29T05:21:46.710000+00:00,11253,16,2.648,1.47,1281
2026-03-29T05:21:50.461000+00:00,11253,16,2.678,1.52,1281
2026-03-29T05:21:55.115000+00:00,11253,16,2.747,1.597,1281
2026-03-29T05:21:57.585000+00:00,11253,16,2.742,1.581,1281
2026-03-29T05:21:59.110000+00:00,11253,16,,1.573,1281
2026-03-29T05:21:59.776000+00:00,11253,16,2.744,1.574,1281
2026-03-29T05:22:00.531000+00:00,11253,16,2.755,1.587,1281
2026-03-29T05:22:05.095000+00:00,11253,16,2.867,1.809,1281
2026-03-29T05:22:07.386000+00:00,11253,16,2.901,1.932,1281
2026-03-29T05:22:10.693000+00:00,11253,16,2.962,2.018,1281
2026-03-29T05:22:14.309000+00:00,11253,16,2.943,1.969,1281
2026-03-29T05:22:17.616000+00:00,11253,16,2.954,1.979,1281
2026-03-29T05:22:21.086000+00:00,11253,16,2.974,2.031,1281
2026-03-29T05:22:27.625000+00:00,11253,16,2.881,1.991,1281
2026-03-29T05:22:31.533000+00:00,11253,16,2.913,2.016,1281
2026-03-29T05:22:35.067000+00:00,11253,16,2.925,2.048,1281
2026-03-29T05:22:38.305000+00:00,11253,16,2.952,2.163,1281
2026-03-29T05:22:43.364000+00:00,11253,16,3.003,2.115,1281
2026-03-29T05:22:47.494000+00:00,11253,16,3.058,2.054,1281
2026-03-29T05:22:52.907000+00:00,11253,16,3.075,2.039,1281
2026-03-29T05:22:57.091000+00:00,11253,16,3.099,2.029,1281
2026-03-29T05:22:59.733000+00:00,11253,16,3.059,1.973,1281
2026-03-29T05:23:02.774000+00:00,11253,16,3.042,1.977,1281
2026-03-29T05:23:06+00:00,11253,16,3.044,2.014,1281
2026-03-29T05:23:10.397000+00:00,11253,16,3.068,2.075,1281
2026-03-29T05:23:14.574000+00:00,11253,16,3.067,2.093,1281
2026-03-29T05:23:17.298000+00:00,11253,16,3.012,2.096,1281
2026-03-29T05:23:22.005000+00:00,11253,16,2.901,2.118,1281
2026-03-29T05:23:25.766000+00:00,11253,16,2.96,2.174,1281
2026-03-29T05:23:30.335000+00:00,11253,16,2.996,2.159,1281
2026-03-29T05:23:32.945000+00:00,11253,16,2.934,2.096,1281
2026-03-29T05:23:34.371000+00:00,11253,16,2.931,2.079,1281
2026-03-29T05:23:35.065000+00:00,11253,16,2.932,2.075,1281
2026-03-29T05:23:35.868000+00:00,11253,16,2.933,2.078,1281
2026-03-29T05:23:40.139000+00:00,11253,16,2.852,2.116,1281
2026-03-29T05:23:42.345000+00:00,11253,16,2.778,2.146,1281
2026-03-29T05:23:45.460000+00:00,11253,16,2.697,2.041,1281
2026-03-29T05:23:49.123000+00:00,11253,16,2.657,1.941,1281
2026-03-29T05:23:52.473000+00:00,11253,16,2.705,1.975,1281
2026-03-29T05:23:55.897000+00:00,11253,16,2.725,1.962,1281
2026-03-29T05:24:02.371000+00:00,11253,16,2.66,1.872,1281
2026-03-29T05:24:06.301000+00:00,11253,16,2.734,1.952,1281
2026-03-29T05:24:10.019000+00:00,11253,16,2.829,2.154,1281
2026-03-29T05:24:13.222000+00:00,11253,16,2.831,2.238,1281
2026-03-29T05:24:18.267000+00:00,11253,16,2.857,2.134,1281
2026-03-29T05:24:22.459000+00:00,11253,16,2.924,2.156,1281
2026-03-29T05:24:27.783000+00:00,11253,16,2.85,2.051,1281
2026-03-29T05:24:31.983000+00:00,11253,16,2.884,2.062,1281
2026-03-29T05:24:34.715000+00:00,11253,16,2.883,2.075,1281
2026-03-29T05:24:37.725000+00:00,11253,16,2.87,2.109,1281
2026-03-29T05:24:40.898000+00:00,11253,16,2.842,2.098,1281
2026-03-29T05:24:45.305000+00:00,11253,16,2.855,2.113,1281
2026-03-29T05:24:49.467000+00:00,11253,16,2.875,2.15,1281
2026-03-29T05:24:52.257000+00:00,11253,16,2.841,2.216,1281
2026-03-29T05:24:56.987000+00:00,11253,16,2.774,2.362,1281
2026-03-29T05:25:00.722000+00:00,11253,16,2.779,2.405,1281
2026-03-29T05:25:05.275000+00:00,11253,16,2.765,2.291,1281
2026-03-29T05:25:07.820000+00:00,11253,16,2.788,2.279,1281
2026-03-29T05:25:09.322000+00:00,11253,16,2.8,,1281
2026-03-29T05:25:10.055000+00:00,11253,16,2.803,2.281,1281
2026-03-29T05:25:10.857000+00:00,11253,16,2.81,2.292,1281
2026-03-29T05:25:15.155000+00:00,11253,16,2.783,2.395,1281
2026-03-29T05:25:17.498000+00:00,11253,16,2.75,2.438,1281
2026-03-29T05:25:20.518000+00:00,11253,16,2.671,2.21,1281
2026-03-29T05:25:24.219000+00:00,11253,16,2.674,2.116,1281
2026-03-29T05:25:27.591000+00:00,11253,16,2.685,2.11,1281
2026-03-29T05:25:30.983000+00:00,11253,16,2.635,1.999,1281
2026-03-29T05:25:37.495000+00:00,11253,16,2.673,1.958,1281
2026-03-29T05:25:41.393000+00:00,11253,16,2.7,1.99,1281
2026-03-29T05:25:45.087000+00:00,11253,16,2.821,2.183,1281
2026-03-29T05:25:48.370000+00:00,11253,16,2.904,2.306,1281
2026-03-29T05:25:53.479000+00:00,11253,16,2.982,2.264,1281
2026-03-29T05:25:57.593000+00:00,11253,16,3.038,2.201,1281
2026-03-29T05:26:03.071000+00:00,11253,16,3.078,2.228,1281
2026-03-29T05:26:07.299000+00:00,11253,16,3.14,2.271,1281
2026-03-29T05:26:10.026000+00:00,11253,16,3.171,2.306,1281
2026-03-29T05:26:13.126000+00:00,11253,16,3.199,2.371,1281
2026-03-29T05:26:16.362000+00:00,11253,16,3.165,2.364,1281
2026-03-29T05:26:20.710000+00:00,11253,16,3.174,2.376,1281
2026-03-29T05:26:24.923000+00:00,11253,16,3.181,2.437,1281
2026-03-29T05:26:27.667000+00:00,11253,16,3.149,2.56,1281
2026-03-29T05:26:32.445000+00:00,11253,16,3.087,2.82,1281
2026-03-29T05:26:36.183000+00:00,11253,16,3.076,2.987,1281
2026-03-29T05:26:40.805000+00:00,11253,16,2.766,2.411,1281
2026-03-29T05:26:43.311000+00:00,11253,16,2.696,2.415,1281
2026-03-29T05:26:44.778000+00:00,11253,16,2.693,2.417,1281
2026-03-29T05:26:45.458000+00:00,11253,16,2.7,2.43,1281
2026-03-29T05:26:46.281000+00:00,11253,16,2.707,2.453,1281
2026-03-29T05:26:50.874000+00:00,11253,16,2.68,2.629,1281
2026-03-29T05:26:52.903000+00:00,11253,16,2.726,2.532,1281
2026-03-29T05:26:56.113000+00:00,11253,16,2.638,2.265,1281
2026-03-29T05:26:59.809000+00:00,11253,16,2.606,2.066,1281
2026-03-29T05:27:03.200000+00:00,11253,16,2.618,2.058,1281
2026-03-29T05:27:06.677000+00:00,11253,16,2.652,2.028,1281
2026-03-29T05:27:13.146000+00:00,11253,16,2.61,1.943,1281
2026-03-29T05:27:17.102000+00:00,11253,16,2.695,2.032,1281
2026-03-29T05:27:20.776000+00:00,11253,16,2.805,2.107,1281
2026-03-29T05:27:24.020000+00:00,11253,16,2.848,2.13,1281
2026-03-29T05:27:29.047000+00:00,11253,16,2.84,2.018,1281
2026-03-29T05:27:33.156000+00:00,11253,16,2.836,1.914,1281
2026-03-29T05:27:38.537000+00:00,11253,16,2.813,1.88,1281
2026-03-29T05:27:42.744000+00:00,11253,16,2.848,1.873,1281
2026-03-29T05:27:45.398000+00:00,11253,16,2.829,1.795,1281
2026-03-29T05:27:48.435000+00:00,11253,16,2.81,1.758,1281
2026-03-29T05:27:51.618000+00:00,11253,16,2.769,1.74,1281
2026-03-29T05:27:56.012000+00:00,11253,16,2.827,1.815,1281
2026-03-29T05:28:00.243000+00:00,11253,16,2.867,1.874,1281
2026-03-29T05:28:03.114000+00:00,11253,16,2.933,1.946,1281
2026-03-29T05:28:07.902000+00:00,11253,16,2.988,2.066,1281
2026-03-29T05:28:11.705000+00:00,11253,16,3.103,2.165,1281
2026-03-29T05:28:16.335000+00:00,11253,16,3.178,2.236,1281
2026-03-29T05:28:18.862000+00:00,11253,16,3.245,2.267,1281
2026-03-29T05:28:20.404000+00:00,11253,16,3.27,2.276,1281
2026-03-29T05:28:21.115000+00:00,11253,16,3.275,2.278,1281
2026-03-29T05:28:21.863000+00:00,11253,16,3.283,2.288,1281
2026-03-29T05:28:26.219000+00:00,11253,16,3.255,2.335,1281
2026-03-29T05:28:28.362000+00:00,11253,16,3.163,2.317,1281
2026-03-29T05:28:31.755000+00:00,11253,16,3.074,2.214,1281
2026-03-29T05:28:35.186000+00:00,11253,16,3.062,2.143,1281
2026-03-29T05:28:38.565000+00:00,11253,16,3.078,2.146,1281
2026-03-29T05:28:42.039000+00:00,11253,16,3.091,2.187,1281
2026-03-29T05:28:48.530000+00:00,11253,16,2.99,2.147,1281
2026-03-29T05:28:52.479000+00:00,11253,16,3.005,2.162,1281
2026-03-29T05:28:56.163000+00:00,11253,16,3.09,2.37,1281
2026-03-29T05:28:59.476000+00:00,11253,16,3.13,2.495,1281
2026-03-29T05:29:04.530000+00:00,11253,16,3.19,2.442,1281
2026-03-29T05:29:08.677000+00:00,11253,16,3.227,2.475,1281
2026-03-29T05:29:14.052000+00:00,11253,16,3.211,2.346,1281
2026-03-29T05:29:18.255000+00:00,11253,16,3.249,2.358,1281
2026-03-29T05:29:20.953000+00:00,11253,16,3.257,2.367,1281
2026-03-29T05:29:24.029000+00:00,11253,16,3.284,2.411,1281
2026-03-29T05:29:27.244000+00:00,11253,16,3.269,2.416,1281
2026-03-29T05:29:31.607000+00:00,11253,16,3.268,2.366,1281
2026-03-29T05:29:35.809000+00:00,11253,16,3.276,2.392,1281
2026-03-29T05:29:38.519000+00:00,11253,16,3.239,2.409,1281
2026-03-29T05:29:43.181000+00:00,11253,16,3.123,2.43,1281
2026-03-29T05:29:46.895000+00:00,11253,16,3.14,2.483,1281
2026-03-29T05:29:51.504000+00:00,11253,16,3.252,2.445,1281
2026-03-29T05:29:54.054000+00:00,11253,16,3.299,2.484,1281
2026-03-29T05:29:55.584000+00:00,11253,16,3.308,2.486,1281
2026-03-29T05:29:56.226000+00:00,11253,16,3.311,2.487,1281
2026-03-29T05:29:57+00:00,11253,16,3.318,2.498,1281
2026-03-29T05:30:01.421000+00:00,11253,16,3.327,2.629,1281
2026-03-29T05:30:03.691000+00:00,11253,16,3.314,2.721,1281
2026-03-29T05:30:06.826000+00:00,11253,16,3.297,2.647,1281
2026-03-29T05:30:10.595000+00:00,11253,16,3.259,2.544,1281
2026-03-29T05:30:13.957000+00:00,11253,16,3.287,2.55,1281
2026-03-29T05:30:17.395000+00:00,11253,16,3.269,2.541,1281
2026-03-29T05:30:23.937000+00:00,11253,16,3.239,2.424,1281
2026-03-29T05:30:27.937000+00:00,11253,16,3.339,2.487,1281
2026-03-29T05:30:31.647000+00:00,11253,16,3.314,2.594,1281
2026-03-29T05:30:34.705000+00:00,11253,16,3.27,2.624,1281
2026-03-29T05:30:39.726000+00:00,11253,16,3.2,2.444,1281
2026-03-29T05:30:43.841000+00:00,11253,16,3.211,2.424,1281
2026-03-29T05:30:49.272000+00:00,11253,16,3.21,2.388,1281
2026-03-29T05:30:53.452000+00:00,11253,16,3.216,2.364,1281
2026-03-29T05:30:56.152000+00:00,11253,16,3.16,2.322,1281
2026-03-29T05:30:59.122000+00:00,11253,16,3.127,2.324,1281
2026-03-29T05:31:02.356000+00:00,11253,16,3.167,2.293,1281
2026-03-29T05:31:06.720000+00:00,11253,16,3.157,2.262,1281
2026-03-29T05:31:10.986000+00:00,11253,16,,2.279,1281
2026-03-29T05:31:13.661000+00:00,11253,16,3.105,2.316,1281
2026-03-29T05:31:18.403000+00:00,11253,16,3.004,2.403,1281
2026-03-29T05:31:22.104000+00:00,11253,16,2.998,2.414,1281
2026-03-29T05:31:26.616000+00:00,11253,16,2.98,2.278,1281
2026-03-29T05:31:29.190000+00:00,11253,16,3.006,2.292,1281
2026-03-29T05:31:30.952000+00:00,11253,16,3.03,2.3,1281
2026-03-29T05:31:31.424000+00:00,11253,16,3.037,2.302,1281
2026-03-29T05:31:32.137000+00:00,11253,16,3.044,2.311,1281
2026-03-29T05:31:36.653000+00:00,11253,16,3.106,2.51,1281
2026-03-29T05:31:38.954000+00:00,11253,16,3.117,2.636,1281
2026-03-29T05:31:42.146000+00:00,11253,16,3.101,2.588,1281
2026-03-29T05:31:45.815000+00:00,11253,16,3.02,2.431,1281
2026-03-29T05:31:49.247000+00:00,11253,16,3.03,2.433,1281
2026-03-29T05:31:52.625000+00:00,11253,16,2.997,2.376,1281
2026-03-29T05:31:59.169000+00:00,11253,16,2.931,2.284,1281
2026-03-29T05:32:03.172000+00:00,11253,16,2.996,2.313,1281
2026-03-29T05:32:06.739000+00:00,11253,16,3.028,2.418,1281
2026-03-29T05:32:09.944000+00:00,11253,16,3.038,2.428,1281
2026-03-29T05:32:14.947000+00:00,11253,16,3.042,2.301,1281
2026-03-29T05:32:19.061000+00:00,11253,16,3.041,2.257,1281
2026-03-29T05:32:24.457000+00:00,11253,16,3.092,2.153,1281
2026-03-29T05:32:28.638000+00:00,11253,16,3.116,2.137,1281
2026-03-29T05:32:31.297000+00:00,11253,16,3.057,2.084,1281
2026-03-29T05:32:34.289000+00:00,11253,16,3.026,2.09,1281
2026-03-29T05:32:37.522000+00:00,11253,16,3.052,2.139,1281
2026-03-29T05:32:41.894000+00:00,11253,16,3.043,2.169,1281
2026-03-29T05:32:46.099000+00:00,11253,16,3.046,2.216,1281
2026-03-29T05:32:48.807000+00:00,11253,16,3.006,2.254,1281
2026-03-29T05:32:53.512000+00:00,11253,16,2.917,2.335,1281
2026-03-29T05:32:57.271000+00:00,11253,16,3.013,2.427,1281
2026-03-29T05:33:01.814000+00:00,11253,16,3.077,2.398,1281
2026-03-29T05:33:04.372000+00:00,11253,16,3.107,2.408,1281
2026-03-29T05:33:05.899000+00:00,11253,16,3.124,2.418,1281
2026-03-29T05:33:06.631000+00:00,11253,16,3.131,2.424,1281
2026-03-29T05:33:07.355000+00:00,11253,16,3.137,2.434,1281
2026-03-29T05:33:11.798000+00:00,11253,16,3.188,2.559,1281
2026-03-29T05:33:14.165000+00:00,11253,16,3.196,2.646,1281
2026-03-29T05:33:17.195000+00:00,11253,16,3.14,2.532,1281
2026-03-29T05:33:20.973000+00:00,11253,16,3.162,2.449,1281
2026-03-29T05:33:24.359000+00:00,11253,16,3.219,2.471,1281
2026-03-29T05:33:27.851000+00:00,11253,16,3.305,2.487,1281
2026-03-29T05:33:34.441000+00:00,11253,16,3.402,2.494,1281
2026-03-29T05:33:38.428000+00:00,11253,16,3.489,2.474,1281
2026-03-29T05:33:42.013000+00:00,11253,16,3.519,2.588,1281
2026-03-29T05:33:45.217000+00:00,11253,16,3.561,2.697,1281
2026-03-29T05:33:50.263000+00:00,11253,16,3.565,2.589,1281
2026-03-29T05:33:54.387000+00:00,11253,16,3.599,2.62,1281
2026-03-29T05:33:59.772000+00:00,11253,16,3.573,2.549,1281
2026-03-29T05:34:03.953000+00:00,11253,16,3.599,2.553,1281
2026-03-29T05:34:06.619000+00:00,11253,16,3.548,2.503,1281
2026-03-29T05:34:09.675000+00:00,11253,16,3.539,2.504,1281
2026-03-29T05:34:12.902000+00:00,11253,16,3.566,2.559,1281
2026-03-29T05:34:17.294000+00:00,11253,16,3.579,2.534,1281
2026-03-29T05:34:21.497000+00:00,11253,16,3.581,2.508,1281
2026-03-29T05:34:24.217000+00:00,11253,16,3.548,2.518,1281
2026-03-29T05:34:28.933000+00:00,11253,16,3.466,2.555,1281
2026-03-29T05:34:32.708000+00:00,11253,16,3.559,2.637,1281
2026-03-29T05:34:37.248000+00:00,11253,16,3.665,2.604,1281
2026-03-29T05:34:39.804000+00:00,11253,16,3.678,2.586,1281
2026-03-29T05:34:41.325000+00:00,11253,16,3.679,2.582,1281
2026-03-29T05:34:41.989000+00:00,11253,16,3.684,2.585,1281
2026-03-29T05:34:42.777000+00:00,11253,16,3.689,2.593,1281
2026-03-29T05:34:47.075000+00:00,11253,16,3.625,2.619,1281
2026-03-29T05:34:49.227000+00:00,11253,16,3.565,2.636,1281
2026-03-29T05:34:52.425000+00:00,11253,16,3.561,2.583,1281
2026-03-29T05:34:56.203000+00:00,11253,16,3.608,2.648,1281
2026-03-29T05:34:59.628000+00:00,11253,16,3.636,2.671,1281
2026-03-29T05:35:03.063000+00:00,11253,16,3.677,2.685,1281
2026-03-29T05:35:09.643000+00:00,11253,16,3.703,2.636,1281
2026-03-29T05:35:13.623000+00:00,11253,16,3.761,2.703,1281
2026-03-29T05:35:17.315000+00:00,11253,16,3.852,2.87,1281
2026-03-29T05:35:20.510000+00:00,11253,16,3.878,2.958,1281
2026-03-29T05:35:25.512000+00:00,11253,16,3.847,2.852,1281
2026-03-29T05:35:29.675000+00:00,11253,16,3.877,2.838,1281
2026-03-29T05:35:35.102000+00:00,11253,16,3.872,2.76,1281
2026-03-29T05:35:39.297000+00:00,11253,16,3.9,2.77,1281
2026-03-29T05:35:41.980000+00:00,11253,16,3.88,2.748,1281
2026-03-29T05:35:45.046000+00:00,11253,16,3.874,2.765,1281
2026-03-29T05:35:48.261000+00:00,11253,16,3.888,2.769,1281
2026-03-29T05:35:52.661000+00:00,11253,16,3.907,2.761,1281
2026-03-29T05:35:56.847000+00:00,11253,16,3.925,2.785,1281
2026-03-29T05:35:59.587000+00:00,11253,16,3.899,2.8,1281
2026-03-29T05:36:04.329000+00:00,11253,16,3.837,2.843,1281
2026-03-29T05:36:08.017000+00:00,11253,16,3.833,2.848,1281
2026-03-29T05:36:12.717000+00:00,11253,16,3.912,2.867,1281
2026-03-29T05:36:15.076000+00:00,11253,16,3.897,2.802,1281
2026-03-29T05:36:16.609000+00:00,11253,16,3.894,2.791,1281
2026-03-29T05:36:17.297000+00:00,11253,16,3.893,2.789,1281
2026-03-29T05:36:18.072000+00:00,11253,16,3.899,2.797,1281
2026-03-29T05:36:22.375000+00:00,11253,16,3.849,2.827,1281
2026-03-29T05:36:24.598000+00:00,11253,16,3.794,2.852,1281
2026-03-29T05:36:27.779000+00:00,11253,16,3.786,2.842,1281
2026-03-29T05:36:31.521000+00:00,11253,16,3.762,2.753,1281
2026-03-29T05:36:34.892000+00:00,11253,16,3.812,2.789,1281
2026-03-29T05:36:38.296000+00:00,11253,16,3.824,2.779,1281
2026-03-29T05:36:44.871000+00:00,11253,16,3.926,2.764,1281
2026-03-29T05:36:48.897000+00:00,11253,16,4.022,2.821,1281
2026-03-29T05:36:52.636000+00:00,11253,16,4.158,2.958,1281
