date,session_key,gap_to_leader,interval,meeting_key,driver_number
2026-03-15T07:11:27.766000+00:00,11245,2.866,0.902,1280,16
2026-03-15T07:11:31.922000+00:00,11245,2.93,0.877,1280,16
2026-03-15T07:11:38.501000+00:00,11245,3.134,0.971,1280,16
2026-03-15T07:11:43.891000+00:00,11245,3.118,0.923,1280,16
2026-03-15T07:11:48.188000+00:00,11245,3.178,0.95,1280,16
2026-03-15T07:11:52.688000+00:00,11245,3.057,0.909,1280,16
2026-03-15T07:11:56.341000+00:00,11245,2.904,0.858,1280,16
2026-03-15T07:12:04.756000+00:00,11245,2.906,1.008,1280,16
2026-03-15T07:12:09.142000+00:00,11245,3.025,1.067,1280,16
2026-03-15T07:12:10.017000+00:00,11245,3.01,1.037,1280,16
2026-03-15T07:12:12.345000+00:00,11245,3.066,1.059,1280,16
2026-03-15T07:12:13.798000+00:00,11245,3.085,1.037,1280,16
2026-03-15T07:12:14.564000+00:00,11245,3.084,1.002,1280,16
2026-03-15T07:12:18.878000+00:00,11245,2.973,0.757,1280,16
2026-03-15T07:12:20.082000+00:00,11245,2.929,0.708,1280,16
2026-03-15T07:12:22.426000+00:00,11245,2.972,0.565,1280,16
2026-03-15T07:12:27.379000+00:00,11245,3.121,0.473,1280,16
2026-03-15T07:12:33.004000+00:00,11245,3.279,0.672,1280,16
2026-03-15T07:12:36.645000+00:00,11245,3.441,0.748,1280,16
2026-03-15T07:12:40.393000+00:00,11245,3.527,0.76,1280,16
2026-03-15T07:12:47.622000+00:00,11245,3.701,0.867,1280,16
2026-03-15T07:12:51.386000+00:00,11245,3.733,0.888,1280,16
2026-03-15T07:12:55.595000+00:00,11245,3.715,0.988,1280,16
2026-03-15T07:13:01.330000+00:00,11245,3.756,1.036,1280,16
2026-03-15T07:13:06.064000+00:00,11245,3.846,1.045,1280,16
2026-03-15T07:13:10.205000+00:00,11245,3.951,1.13,1280,16
2026-03-15T07:13:16.595000+00:00,11245,4.044,1.139,1280,16
2026-03-15T07:13:21.970000+00:00,11245,3.984,1.043,1280,16
2026-03-15T07:13:26.236000+00:00,11245,4.025,1.052,1280,16
2026-03-15T07:13:30.798000+00:00,11245,4.011,1.144,1280,16
2026-03-15T07:13:34.574000+00:00,11245,3.969,1.237,1280,16
2026-03-15T07:13:42.956000+00:00,11245,4.007,1.289,1280,16
2026-03-15T07:13:47.278000+00:00,11245,4.09,1.383,1280,16
2026-03-15T07:13:48.192000+00:00,11245,4.098,1.378,1280,16
2026-03-15T07:13:50.522000+00:00,11245,4.065,1.351,1280,16
2026-03-15T07:13:51.932000+00:00,11245,4.059,1.259,1280,16
2026-03-15T07:13:52.709000+00:00,11245,4.048,1.176,1280,16
2026-03-15T07:13:56.976000+00:00,11245,3.9,0.728,1280,16
2026-03-15T07:13:58.164000+00:00,11245,3.852,0.638,1280,16
2026-03-15T07:14:00.436000+00:00,11245,3.774,0.471,1280,16
2026-03-15T07:14:05.447000+00:00,11245,3.762,0.496,1280,16
2026-03-15T07:14:11.023000+00:00,11245,3.89,0.659,1280,16
2026-03-15T07:14:14.549000+00:00,11245,3.973,0.661,1280,16
2026-03-15T07:14:18.219000+00:00,11245,4.045,0.715,1280,16
2026-03-15T07:14:25.435000+00:00,11245,4.229,0.91,1280,16
2026-03-15T07:14:29.232000+00:00,11245,4.241,0.904,1280,16
2026-03-15T07:14:33.308000+00:00,11245,4.104,0.765,1280,16
2026-03-15T07:14:39.073000+00:00,11245,4.096,0.784,1280,16
2026-03-15T07:14:43.841000+00:00,11245,4.223,0.825,1280,16
2026-03-15T07:14:47.970000+00:00,11245,4.311,0.814,1280,16
2026-03-15T07:14:54.570000+00:00,11245,4.521,0.952,1280,16
2026-03-15T07:14:59.874000+00:00,11245,4.483,0.843,1280,16
2026-03-15T07:15:04.139000+00:00,11245,4.525,0.836,1280,16
2026-03-15T07:15:08.748000+00:00,11245,4.565,0.86,1280,16
2026-03-15T07:15:12.545000+00:00,11245,4.545,0.856,1280,16
2026-03-15T07:15:21.037000+00:00,11245,4.598,0.933,1280,16
2026-03-15T07:15:25.325000+00:00,11245,4.675,0.99,1280,16
2026-03-15T07:15:26.201000+00:00,11245,4.653,0.986,1280,16
2026-03-15T07:15:28.498000+00:00,11245,4.642,0.963,1280,16
2026-03-15T07:15:29.920000+00:00,11245,4.639,0.951,1280,16
2026-03-15T07:15:30.685000+00:00,11245,4.63,0.949,1280,16
2026-03-15T07:15:34.998000+00:00,11245,4.523,1.012,1280,16
2026-03-15T07:15:36.201000+00:00,11245,4.492,1.025,1280,16
2026-03-15T07:15:38.513000+00:00,11245,4.455,0.909,1280,16
2026-03-15T07:15:43.592000+00:00,11245,4.537,0.901,1280,16
2026-03-15T07:15:49.138000+00:00,11245,4.605,0.997,1280,16
2026-03-15T07:15:52.685000+00:00,11245,4.662,0.977,1280,16
2026-03-15T07:15:56.173000+00:00,11245,4.665,0.857,1280,16
2026-03-15T07:16:03.613000+00:00,11245,4.848,0.992,1280,16
2026-03-15T07:16:07.201000+00:00,11245,4.869,0.981,1280,16
2026-03-15T07:16:11.292000+00:00,11245,4.768,0.951,1280,16
2026-03-15T07:16:16.939000+00:00,11245,4.737,1.016,1280,16
2026-03-15T07:16:21.717000+00:00,11245,4.804,0.961,1280,16
2026-03-15T07:16:25.905000+00:00,11245,4.934,0.936,1280,16
2026-03-15T07:16:32.420000+00:00,11245,5.116,1.07,1280,16
2026-03-15T07:16:37.842000+00:00,11245,5.166,1.064,1280,16
2026-03-15T07:16:42.108000+00:00,11245,5.21,1.068,1280,16
2026-03-15T07:16:46.661000+00:00,11245,5.147,0.96,1280,16
2026-03-15T07:16:50.403000+00:00,11245,5.064,0.835,1280,16
2026-03-15T07:16:58.776000+00:00,11245,5.016,0.924,1280,16
2026-03-15T07:17:03.041000+00:00,11245,5.072,0.909,1280,16
2026-03-15T07:17:03.963000+00:00,11245,5.055,0.886,1280,16
2026-03-15T07:17:06.281000+00:00,11245,5.084,0.839,1280,16
2026-03-15T07:17:07.708000+00:00,11245,5.094,0.819,1280,16
2026-03-15T07:17:08.476000+00:00,11245,5.102,0.814,1280,16
2026-03-15T07:17:12.909000+00:00,11245,5.1,0.782,1280,16
2026-03-15T07:17:14.177000+00:00,11245,5.086,0.761,1280,16
2026-03-15T07:17:16.493000+00:00,11245,5.065,0.611,1280,16
2026-03-15T07:17:21.533000+00:00,11245,5.221,0.702,1280,16
2026-03-15T07:17:27.218000+00:00,11245,5.466,0.89,1280,16
2026-03-15T07:17:30.687000+00:00,11245,5.44,0.845,1280,16
2026-03-15T07:17:34.235000+00:00,11245,5.382,0.71,1280,16
2026-03-15T07:17:41.413000+00:00,11245,5.523,0.78,1280,16
2026-03-15T07:17:45.209000+00:00,11245,5.535,0.768,1280,16
2026-03-15T07:17:49.941000+00:00,11245,5.422,0.619,1280,16
2026-03-15T07:17:55.102000+00:00,11245,5.442,0.642,1280,16
2026-03-15T07:17:59.963000+00:00,11245,5.574,0.722,1280,16
2026-03-15T07:18:04.097000+00:00,11245,5.653,0.752,1280,16
2026-03-15T07:18:12.313000+00:00,11245,5.865,0.958,1280,16
2026-03-15T07:18:16.020000+00:00,11245,5.86,0.888,1280,16
2026-03-15T07:18:20.317000+00:00,11245,5.909,0.884,1280,16
2026-03-15T07:18:24.835000+00:00,11245,5.89,0.808,1280,16
2026-03-15T07:18:28.587000+00:00,11245,5.855,0.712,1280,16
2026-03-15T07:18:37+00:00,11245,5.875,0.681,1280,16
2026-03-15T07:18:41.257000+00:00,11245,5.922,0.648,1280,16
2026-03-15T07:18:42.193000+00:00,11245,5.934,0.617,1280,16
2026-03-15T07:18:44.449000+00:00,11245,5.895,0.591,1280,16
2026-03-15T07:18:45.856000+00:00,11245,5.887,0.578,1280,16
2026-03-15T07:18:46.657000+00:00,11245,5.876,0.573,1280,16
2026-03-15T07:18:50.867000+00:00,11245,5.753,0.529,1280,16
2026-03-15T07:18:52.089000+00:00,11245,5.71,0.498,1280,16
2026-03-15T07:18:54.380000+00:00,11245,5.717,0.357,1280,16
2026-03-15T07:18:59.458000+00:00,11245,5.881,0.463,1280,16
2026-03-15T07:19:05.177000+00:00,11245,6.18,0.687,1280,16
2026-03-15T07:19:08.677000+00:00,11245,6.203,0.641,1280,16
2026-03-15T07:19:12.349000+00:00,11245,6.271,0.582,1280,16
2026-03-15T07:19:19.770000+00:00,11245,6.61,0.843,1280,16
2026-03-15T07:19:23.556000+00:00,11245,6.629,0.828,1280,16
2026-03-15T07:19:27.667000+00:00,11245,6.518,0.788,1280,16
2026-03-15T07:19:33.477000+00:00,11245,6.57,0.916,1280,16
2026-03-15T07:19:38.270000+00:00,11245,6.667,0.937,1280,16
2026-03-15T07:19:42.456000+00:00,11245,6.773,1.037,1280,16
2026-03-15T07:19:48.935000+00:00,11245,6.965,1.209,1280,16
2026-03-15T07:19:54.719000+00:00,11245,7.3,1.506,1280,16
2026-03-15T07:19:59.149000+00:00,11245,7.459,1.627,1280,16
2026-03-15T07:20:03.677000+00:00,11245,7.43,1.511,1280,16
2026-03-15T07:20:07.467000+00:00,11245,7.466,1.455,1280,16
2026-03-15T07:20:21.467000+00:00,11245,11.759,2.417,1280,16
2026-03-15T07:20:27.092000+00:00,11245,10.542,2.459,1280,16
2026-03-15T07:20:27.983000+00:00,11245,10.596,2.341,1280,16
2026-03-15T07:21:05.673000+00:00,11245,13.978,1.12,1280,16
2026-03-15T07:21:08.829000+00:00,11245,13.639,0.866,1280,16
2026-03-15T07:21:15.704000+00:00,11245,12.334,0.799,1280,16
2026-03-15T07:21:23.643000+00:00,11245,12.166,1.68,1280,16
2026-03-15T07:21:31.289000+00:00,11245,13.625,2.511,1280,16
2026-03-15T07:21:35.797000+00:00,11245,11.496,1.632,1280,16
2026-03-15T07:21:46.741000+00:00,11245,11.611,2.522,1280,16
2026-03-15T07:21:50.802000+00:00,11245,9.966,2.377,1280,16
2026-03-15T07:21:55.289000+00:00,11245,7.595,1.779,1280,16
2026-03-15T07:22:04.220000+00:00,11245,7.15,1.138,1280,16
2026-03-15T07:22:11.623000+00:00,11245,7.599,2.7,1280,16
2026-03-15T07:22:16.874000+00:00,11245,7.377,1.671,1280,16
2026-03-15T07:22:27.057000+00:00,11245,7.958,2.547,1280,16
2026-03-15T07:22:34.661000+00:00,11245,7.287,2.236,1280,16
2026-03-15T07:22:40.833000+00:00,11245,7.357,1.417,1280,16
2026-03-15T07:22:48.018000+00:00,11245,5.823,0.7,1280,16
2026-03-15T07:22:54.004000+00:00,11245,5.793,0.979,1280,16
2026-03-15T07:23:08.543000+00:00,11245,7.222,2.061,1280,16
2026-03-15T07:23:13.577000+00:00,11245,7.112,1.191,1280,16
2026-03-15T07:23:15.085000+00:00,11245,7.218,1.594,1280,16
2026-03-15T07:23:18.070000+00:00,11245,6.392,1.675,1280,16
2026-03-15T07:23:19.773000+00:00,11245,6.176,1.265,1280,16
2026-03-15T07:23:20.742000+00:00,11245,6.113,1.025,1280,16
2026-03-15T07:23:26.341000+00:00,11245,5.535,0.694,1280,16
2026-03-15T07:23:29.210000+00:00,11245,6.272,0.554,1280,16
2026-03-15T07:23:32.760000+00:00,11245,5.523,0.445,1280,16
2026-03-15T07:23:43.933000+00:00,11245,6.287,1.277,1280,16
2026-03-15T07:23:53.456000+00:00,11245,6.109,1.299,1280,16
2026-03-15T07:23:58.574000+00:00,11245,6.33,1.203,1280,16
2026-03-15T07:24:02.954000+00:00,11245,5.539,1.017,1280,16
2026-03-15T07:24:15.223000+00:00,11245,7.05,2.237,1280,16
2026-03-15T07:24:19.677000+00:00,11245,6.969,1.86,1280,16
2026-03-15T07:24:25.843000+00:00,11245,5.583,1.1,1280,16
2026-03-15T07:24:34.296000+00:00,11245,5.587,1.533,1280,16
2026-03-15T07:24:42.611000+00:00,11245,7.38,2.53,1280,16
2026-03-15T07:24:47.678000+00:00,11245,6.807,2.193,1280,16
2026-03-15T07:24:58.955000+00:00,11245,8.647,1.678,1280,16
2026-03-15T07:25:05.861000+00:00,11245,7.33,2.123,1280,16
2026-03-15T07:25:10.777000+00:00,11245,6.302,1.015,1280,16
