date,session_key,meeting_key,gap_to_leader,interval,driver_number
2026-05-03T17:04:08.035000+00:00,11280,1284,0.113,0.147,1
2026-05-03T17:04:11.035000+00:00,11280,1284,0.479,0.385,1
2026-05-03T17:04:16.218000+00:00,11280,1284,0.983,0.287,1
2026-05-03T17:04:21.519000+00:00,11280,1284,1.956,0.412,1
2026-05-03T17:04:25.555000+00:00,11280,1284,2.001,0.453,1
2026-05-03T17:04:29.053000+00:00,11280,1284,2.118,0.54,1
2026-05-03T17:04:31.528000+00:00,11280,1284,2.194,0.605,1
2026-05-03T17:04:35.171000+00:00,11280,1284,2.241,0.507,1
2026-05-03T17:04:40.251000+00:00,11280,1284,2.396,0.608,1
2026-05-03T17:04:43.377000+00:00,11280,1284,2.357,,1
2026-05-03T17:04:46.718000+00:00,11280,1284,2.256,0.581,1
2026-05-03T17:04:49.360000+00:00,11280,1284,2.168,0.559,1
2026-05-03T17:04:52.551000+00:00,11280,1284,2.026,0.534,1
2026-05-03T17:04:56.461000+00:00,11280,1284,2.108,0.744,1
2026-05-03T17:05:01.883000+00:00,11280,1284,2.097,0.674,1
2026-05-03T17:05:05.566000+00:00,11280,1284,2.198,0.725,1
2026-05-03T17:05:09.878000+00:00,11280,1284,2.263,0.757,1
2026-05-03T17:05:14.593000+00:00,11280,1284,2.346,0.834,1
2026-05-03T17:05:18.851000+00:00,11280,1284,2.355,0.916,1
2026-05-03T17:05:23.301000+00:00,11280,1284,2.206,0.9,1
2026-05-03T17:05:27.424000+00:00,11280,1284,2.009,0.903,1
2026-05-03T17:05:29.661000+00:00,11280,1284,2.037,0.946,1
2026-05-03T17:05:33.933000+00:00,11280,1284,1.975,0.89,1
2026-05-03T17:06:04.499000+00:00,11280,1284,2.152,0.98,1
2026-05-03T17:06:08.086000+00:00,11280,1284,2.248,0.896,1
2026-05-03T17:06:12.986000+00:00,11280,1284,2.305,0.901,1
2026-05-03T17:06:16.170000+00:00,11280,1284,2.29,0.906,1
2026-05-03T17:06:19.461000+00:00,11280,1284,2.162,0.854,1
2026-05-03T17:06:22.009000+00:00,11280,1284,1.912,0.746,1
2026-05-03T17:06:25.154000+00:00,11280,1284,1.558,0.65,1
2026-05-03T17:06:29.186000+00:00,11280,1284,1.607,0.739,1
2026-05-03T17:06:34.750000+00:00,11280,1284,1.81,0.882,1
2026-05-03T17:06:38.462000+00:00,11280,1284,1.98,0.924,1
2026-05-03T17:06:42.783000+00:00,11280,1284,2.105,0.913,1
2026-05-03T17:06:47.501000+00:00,11280,1284,2.205,1.01,1
2026-05-03T17:06:51.753000+00:00,11280,1284,2.185,1.051,1
2026-05-03T17:06:56.151000+00:00,11280,1284,1.99,0.989,1
2026-05-03T17:07:00.218000+00:00,11280,1284,1.752,0.951,1
2026-05-03T17:07:02.347000+00:00,11280,1284,1.71,0.843,1
2026-05-03T17:07:06.668000+00:00,11280,1284,1.764,0.808,1
2026-05-03T17:07:09.744000+00:00,11280,1284,1.802,0.802,1
2026-05-03T17:07:12.853000+00:00,11280,1284,1.774,0.743,1
2026-05-03T17:07:13.635000+00:00,11280,1284,1.755,0.706,1
2026-05-03T17:07:16.649000+00:00,11280,1284,1.689,0.628,1
2026-05-03T17:07:18.939000+00:00,11280,1284,1.859,0.694,1
2026-05-03T17:07:23.395000+00:00,11280,1284,1.934,0.729,1
2026-05-03T17:07:27.407000+00:00,11280,1284,1.881,0.657,1
2026-05-03T17:07:31.415000+00:00,11280,1284,1.684,0.741,1
2026-05-03T17:07:34.918000+00:00,11280,1284,1.662,0.786,1
2026-05-03T17:07:37.313000+00:00,11280,1284,1.788,0.8,1
2026-05-03T17:07:40.888000+00:00,11280,1284,1.892,0.668,1
2026-05-03T17:07:45.981000+00:00,11280,1284,1.981,0.705,1
2026-05-03T17:07:49.153000+00:00,11280,1284,1.943,0.713,1
2026-05-03T17:07:52.452000+00:00,11280,1284,1.801,0.696,1
2026-05-03T17:07:55.001000+00:00,11280,1284,1.55,0.656,1
2026-05-03T17:07:58.152000+00:00,11280,1284,1.208,0.592,1
2026-05-03T17:08:02.219000+00:00,11280,1284,1.385,0.737,1
2026-05-03T17:08:07.810000+00:00,11280,1284,1.625,0.839,1
2026-05-03T17:08:11.532000+00:00,11280,1284,1.781,0.829,1
2026-05-03T17:08:15.835000+00:00,11280,1284,1.868,0.811,1
2026-05-03T17:08:20.610000+00:00,11280,1284,1.98,0.83,1
2026-05-03T17:08:24.810000+00:00,11280,1284,1.94,0.833,1
2026-05-03T17:08:29.210000+00:00,11280,1284,1.722,0.821,1
2026-05-03T17:08:33.286000+00:00,11280,1284,1.47,0.822,1
2026-05-03T17:08:35.537000+00:00,11280,1284,1.531,0.772,1
2026-05-03T17:08:39.896000+00:00,11280,1284,1.607,0.779,1
2026-05-03T17:08:43.018000+00:00,11280,1284,1.66,0.794,1
2026-05-03T17:08:46.112000+00:00,11280,1284,1.662,0.765,1
2026-05-03T17:08:46.909000+00:00,11280,1284,1.661,0.745,1
2026-05-03T17:08:49.953000+00:00,11280,1284,1.666,0.727,1
2026-05-03T17:08:52.336000+00:00,11280,1284,1.887,0.882,1
2026-05-03T17:08:56.688000+00:00,11280,1284,1.919,0.907,1
2026-05-03T17:09:00.757000+00:00,11280,1284,1.856,0.862,1
2026-05-03T17:09:04.654000+00:00,11280,1284,1.694,0.951,1
2026-05-03T17:09:08.268000+00:00,11280,1284,1.691,0.918,1
2026-05-03T17:09:10.686000+00:00,11280,1284,1.792,0.949,1
2026-05-03T17:09:14.254000+00:00,11280,1284,1.948,0.971,1
2026-05-03T17:09:19.495000+00:00,11280,1284,1.919,1.089,1
2026-05-03T17:09:22.738000+00:00,11280,1284,1.927,1.148,1
2026-05-03T17:09:26.102000+00:00,11280,1284,1.806,1.171,1
2026-05-03T17:09:28.688000+00:00,11280,1284,1.564,1.166,1
2026-05-03T17:09:31.854000+00:00,11280,1284,1.276,1.183,1
2026-05-03T17:09:35.917000+00:00,11280,1284,1.452,1.299,1
2026-05-03T17:09:41.502000+00:00,11280,1284,1.329,0.988,1
2026-05-03T17:09:45.242000+00:00,11280,1284,1.373,1.001,1
2026-05-03T17:09:49.549000+00:00,11280,1284,1.468,0.948,1
2026-05-03T17:09:54.341000+00:00,11280,1284,1.535,0.879,1
2026-05-03T17:09:58.521000+00:00,11280,1284,1.479,0.868,1
2026-05-03T17:10:02.901000+00:00,11280,1284,1.258,0.86,1
2026-05-03T17:10:06.952000+00:00,11280,1284,0.988,0.881,1
2026-05-03T17:10:09.351000+00:00,11280,1284,0.968,0.965,1
2026-05-03T17:10:13.755000+00:00,11280,1284,0.953,0.714,1
2026-05-03T17:10:16.851000+00:00,11280,1284,0.941,0.741,1
2026-05-03T17:10:19.955000+00:00,11280,1284,0.948,0.74,1
2026-05-03T17:10:20.687000+00:00,11280,1284,0.973,0.745,1
2026-05-03T17:10:23.707000+00:00,11280,1284,1.081,0.761,1
2026-05-03T17:10:26.020000+00:00,11280,1284,1.259,0.878,1
2026-05-03T17:10:30.395000+00:00,11280,1284,1.236,0.753,1
2026-05-03T17:10:34.442000+00:00,11280,1284,1.106,0.625,1
2026-05-03T17:10:38.442000+00:00,11280,1284,1.113,0.507,1
2026-05-03T17:10:41.951000+00:00,11280,1284,0.996,0.477,1
2026-05-03T17:10:44.374000+00:00,11280,1284,0.985,0.466,1
2026-05-03T17:10:48.002000+00:00,11280,1284,0.901,0.42,1
2026-05-03T17:10:53.186000+00:00,11280,1284,0.966,0.438,1
2026-05-03T17:10:56.318000+00:00,11280,1284,0.938,0.435,1
2026-05-03T17:10:59.601000+00:00,11280,1284,0.815,0.387,1
2026-05-03T17:11:02.150000+00:00,11280,1284,0.641,0.408,1
2026-05-03T17:11:05.318000+00:00,11280,1284,0.46,0.411,1
2026-05-03T17:11:09.495000+00:00,11280,1284,0.85,0.406,1
2026-05-03T17:11:15.239000+00:00,11280,1284,0.994,0.42,1
2026-05-03T17:11:19.030000+00:00,11280,1284,1.162,0.518,1
2026-05-03T17:11:23.461000+00:00,11280,1284,1.264,0.558,1
2026-05-03T17:11:28.310000+00:00,11280,1284,1.385,0.595,1
2026-05-03T17:11:32.499000+00:00,11280,1284,1.328,0.623,1
2026-05-03T17:11:36.819000+00:00,11280,1284,1.043,0.405,1
2026-05-03T17:11:40.718000+00:00,11280,1284,0.664,0.191,1
2026-05-03T17:11:43.060000+00:00,11280,1284,0.853,0.364,1
2026-05-03T17:11:47.632000+00:00,11280,1284,0.84,0.316,1
2026-05-03T17:11:50.739000+00:00,11280,1284,0.972,0.391,1
2026-05-03T17:11:53.819000+00:00,11280,1284,0.929,0.283,1
2026-05-03T17:11:54.547000+00:00,11280,1284,0.89,0.213,1
2026-05-03T17:11:57.463000+00:00,11280,1284,0.727,0.727,1
2026-05-03T17:11:59.522000+00:00,11280,1284,0.602,0.602,1
2026-05-03T17:12:04.179000+00:00,11280,1284,0.795,0.795,1
2026-05-03T17:12:08.310000+00:00,11280,1284,1.003,1.003,1
2026-05-03T17:12:12.415000+00:00,11280,1284,0.967,0.967,1
2026-05-03T17:12:15.987000+00:00,11280,1284,1.074,1.074,1
2026-05-03T17:12:18.663000+00:00,11280,1284,1.33,1.33,1
2026-05-03T17:12:24.787000+00:00,11280,1284,2.591,2.591,1
2026-05-03T17:12:33.986000+00:00,11280,1284,2.211,2.211,1
2026-05-03T17:12:41.174000+00:00,11280,1284,2.357,2.357,1
2026-05-03T17:12:46.052000+00:00,11280,1284,2.67,2.67,1
2026-05-03T17:12:49.382000+00:00,11280,1284,2.874,2.874,1
2026-05-03T17:12:53.241000+00:00,11280,1284,2.715,2.715,1
2026-05-03T17:12:58.632000+00:00,11280,1284,2.309,2.309,1
2026-05-03T17:13:05.866000+00:00,11280,1284,1.812,1.812,1
2026-05-03T17:13:11.001000+00:00,11280,1284,1.402,1.402,1
2026-05-03T17:13:18.090000+00:00,11280,1284,0.963,0.963,1
2026-05-03T17:13:26.344000+00:00,11280,1284,1.876,1.876,1
2026-05-03T17:13:32.299000+00:00,11280,1284,2.282,2.282,1
2026-05-03T17:13:37.952000+00:00,11280,1284,1.711,1.711,1
2026-05-03T17:13:44.801000+00:00,11280,1284,1.752,1.752,1
2026-05-03T17:13:49.340000+00:00,11280,1284,1.129,1.129,1
2026-05-03T17:13:55.626000+00:00,11280,1284,0.692,0.692,1
2026-05-03T17:14:00.285000+00:00,11280,1284,1.358,1.358,1
2026-05-03T17:14:04.086000+00:00,11280,1284,1.708,1.708,1
2026-05-03T17:14:04.903000+00:00,11280,1284,1.777,1.777,1
2026-05-03T17:14:08.172000+00:00,11280,1284,1.995,1.995,1
2026-05-03T17:14:10.704000+00:00,11280,1284,2.173,2.173,1
2026-05-03T17:14:15.736000+00:00,11280,1284,2.144,2.144,1
2026-05-03T17:14:21.001000+00:00,11280,1284,2.544,2.544,1
2026-05-03T17:14:25.663000+00:00,11280,1284,2.942,2.942,1
2026-05-03T17:14:29.694000+00:00,11280,1284,2.823,2.823,1
2026-05-03T17:14:32.507000+00:00,11280,1284,1.995,1.995,1
2026-05-03T17:14:37.535000+00:00,11280,1284,1.801,1.801,1
2026-05-03T17:14:45.595000+00:00,11280,1284,2.034,2.034,1
2026-05-03T17:14:51.010000+00:00,11280,1284,2.305,2.305,1
2026-05-03T17:14:56.010000+00:00,11280,1284,2.214,2.214,1
2026-05-03T17:14:59.468000+00:00,11280,1284,1.786,1.786,1
2026-05-03T17:15:04.719000+00:00,11280,1284,1.797,1.797,1
2026-05-03T17:15:10.935000+00:00,11280,1284,1.469,1.469,1
2026-05-03T17:15:18.099000+00:00,11280,1284,1.534,1.534,1
2026-05-03T17:15:24.375000+00:00,11280,1284,1.21,1.21,1
2026-05-03T17:15:32.544000+00:00,11280,1284,1.133,1.133,1
2026-05-03T17:15:40.218000+00:00,11280,1284,1.542,1.542,1
2026-05-03T17:15:46.864000+00:00,11280,1284,2.408,2.408,1
2026-05-03T17:15:52.887000+00:00,11280,1284,1.755,1.755,1
2026-05-03T17:16:01.120000+00:00,11280,1284,2.075,2.075,1
2026-05-03T17:16:05.851000+00:00,11280,1284,1.856,1.856,1
2026-05-03T17:16:12.153000+00:00,11280,1284,1.618,1.618,1
2026-05-03T17:16:16.873000+00:00,11280,1284,1.785,1.785,1
2026-05-03T17:16:21.654000+00:00,11280,1284,1.75,1.75,1
2026-05-03T17:16:22.735000+00:00,11280,1284,1.605,1.605,1
2026-05-03T17:16:26.901000+00:00,11280,1284,1.792,1.792,1
2026-05-03T17:16:30.023000+00:00,11280,1284,1.205,1.205,1
2026-05-03T17:16:36.142000+00:00,11280,1284,1.405,1.405,1
2026-05-03T17:16:42.833000+00:00,11280,1284,1.369,1.369,1
2026-05-03T17:16:49.102000+00:00,11280,1284,2.0,2.0,1
2026-05-03T17:16:53.519000+00:00,11280,1284,0.786,0.786,1
2026-05-03T17:16:57.364000+00:00,11280,1284,0.694,0.694,1
2026-05-03T17:17:03.421000+00:00,11280,1284,1.13,1.13,1
2026-05-03T17:17:11.818000+00:00,11280,1284,1.682,1.682,1
2026-05-03T17:17:16.852000+00:00,11280,1284,2.512,2.512,1
2026-05-03T17:17:21.136000+00:00,11280,1284,2.613,2.613,1
2026-05-03T17:17:24.563000+00:00,11280,1284,1.48,1.48,1
2026-05-03T17:17:29.310000+00:00,11280,1284,1.428,1.428,1
2026-05-03T17:17:35.937000+00:00,11280,1284,1.223,1.223,1
2026-05-03T17:17:43.435000+00:00,11280,1284,1.179,1.179,1
2026-05-03T17:17:49.388000+00:00,11280,1284,1.14,1.14,1
2026-05-03T17:17:57.519000+00:00,11280,1284,1.099,1.099,1
2026-05-03T17:18:06.254000+00:00,11280,1284,2.573,2.573,1
2026-05-03T17:18:12.363000+00:00,11280,1284,2.856,2.856,1
2026-05-03T17:18:18.660000+00:00,11280,1284,2.524,2.524,1
2026-05-03T17:18:26.451000+00:00,11280,1284,4.294,4.294,1
2026-05-03T17:18:31.116000+00:00,11280,1284,4.77,4.77,1
2026-05-03T17:18:36.507000+00:00,11280,1284,3.402,3.402,1
2026-05-03T17:18:40.382000+00:00,11280,1284,2.652,2.652,1
2026-05-03T17:18:44.257000+00:00,11280,1284,1.581,1.581,1
2026-05-03T17:18:45.116000+00:00,11280,1284,1.196,1.196,1
2026-05-03T17:18:48.694000+00:00,11280,1284,1.054,1.054,1
2026-05-03T17:18:51.819000+00:00,11280,1284,0.976,0.976,1
2026-05-03T17:18:58.253000+00:00,11280,1284,1.165,1.165,1
2026-05-03T17:19:04.567000+00:00,11280,1284,1.124,1.124,1
2026-05-03T17:19:11.677000+00:00,11280,1284,2.985,2.985,1
2026-05-03T17:19:15.686000+00:00,11280,1284,1.253,1.253,1
2026-05-03T17:19:18.986000+00:00,11280,1284,0.543,0.543,1
2026-05-03T17:19:24.901000+00:00,11280,1284,1.031,1.031,1
2026-05-03T17:19:32.917000+00:00,11280,1284,1.702,1.702,1
2026-05-03T17:19:37.771000+00:00,11280,1284,2.449,2.449,1
2026-05-03T17:19:42.276000+00:00,11280,1284,1.861,1.861,1
2026-05-03T17:19:45.682000+00:00,11280,1284,1.41,1.41,1
2026-05-03T17:19:50.261000+00:00,11280,1284,1.163,1.163,1
2026-05-03T17:19:56.432000+00:00,11280,1284,1.02,1.02,1
2026-05-03T17:20:05.068000+00:00,11280,1284,0.917,0.917,1
2026-05-03T17:20:10.595000+00:00,11280,1284,1.508,1.508,1
2026-05-03T17:20:18.083000+00:00,11280,1284,0.975,0.975,1
2026-05-03T17:20:27.951000+00:00,11280,1284,2.031,2.031,1
2026-05-03T17:20:35.746000+00:00,11280,1284,2.502,2.502,1
2026-05-03T17:20:43.336000+00:00,11280,1284,1.649,1.649,1
2026-05-03T17:20:52.052000+00:00,11280,1284,2.487,2.487,1
2026-05-03T17:20:56.128000+00:00,11280,1284,1.964,1.964,1
2026-05-03T17:21:02.251000+00:00,11280,1284,1.391,1.391,1
2026-05-03T17:21:07.272000+00:00,11280,1284,1.418,1.418,1
2026-05-03T17:21:11.868000+00:00,11280,1284,1.558,1.558,1
2026-05-03T17:21:12.751000+00:00,11280,1284,1.338,1.338,1
2026-05-03T17:21:16.318000+00:00,11280,1284,1.221,1.221,1
2026-05-03T17:21:19.317000+00:00,11280,1284,0.667,0.667,1
2026-05-03T17:21:25.866000+00:00,11280,1284,1.14,1.14,1
2026-05-03T17:21:32.633000+00:00,11280,1284,1.633,1.633,1
2026-05-03T17:21:38.110000+00:00,11280,1284,2.27,2.27,1
2026-05-03T17:21:43.422000+00:00,11280,1284,0.787,0.787,1
2026-05-03T17:21:47.702000+00:00,11280,1284,1.895,1.895,1
2026-05-03T17:21:51.953000+00:00,11280,1284,0.679,0.679,1
2026-05-03T17:22:00.450000+00:00,11280,1284,1.401,1.401,1
2026-05-03T17:22:05.187000+00:00,11280,1284,2.187,2.187,1
2026-05-03T17:22:09.503000+00:00,11280,1284,1.43,1.43,1
2026-05-03T17:22:13.924000+00:00,11280,1284,1.606,1.606,1
2026-05-03T17:22:18.140000+00:00,11280,1284,1.294,1.294,1
2026-05-03T17:22:24.319000+00:00,11280,1284,1.032,1.032,1
2026-05-03T17:22:33.582000+00:00,11280,1284,0.894,0.894,1
2026-05-03T17:22:39.410000+00:00,11280,1284,0.903,0.903,1
2026-05-03T17:22:47.254000+00:00,11280,1284,1.542,1.542,1
2026-05-03T17:22:55.676000+00:00,11280,1284,2.512,2.512,1
2026-05-03T17:23:02.235000+00:00,11280,1284,3.206,3.206,1
2026-05-03T17:23:08.051000+00:00,11280,1284,2.964,2.964,1
2026-05-03T17:23:13.070000+00:00,11280,1284,2.139,2.139,1
2026-05-03T17:23:16.858000+00:00,11280,1284,1.711,1.711,1
2026-05-03T17:23:21.702000+00:00,11280,1284,1.28,1.28,1
2026-05-03T17:23:26.069000+00:00,11280,1284,1.567,1.567,1
2026-05-03T17:23:30.919000+00:00,11280,1284,1.726,1.726,1
2026-05-03T17:23:31.895000+00:00,11280,1284,1.695,1.695,1
2026-05-03T17:23:35.487000+00:00,11280,1284,1.378,1.378,1
2026-05-03T17:23:38.317000+00:00,11280,1284,0.787,0.787,1
2026-05-03T17:23:45.039000+00:00,11280,1284,1.157,1.157,1
2026-05-03T17:23:51.235000+00:00,11280,1284,1.138,1.138,1
2026-05-03T17:23:57.946000+00:00,11280,1284,2.927,2.927,1
2026-05-03T17:24:02.119000+00:00,11280,1284,1.36,1.36,1
2026-05-03T17:24:05.421000+00:00,11280,1284,0.68,0.68,1
2026-05-03T17:24:10.748000+00:00,11280,1284,0.555,0.555,1
2026-05-03T17:24:18.952000+00:00,11280,1284,1.232,1.232,1
2026-05-03T17:24:23.920000+00:00,11280,1284,2.359,2.359,1
2026-05-03T17:24:28.498000+00:00,11280,1284,1.569,1.569,1
2026-05-03T17:24:31.827000+00:00,11280,1284,0.97,0.97,1
2026-05-03T17:24:35.686000+00:00,11280,1284,0.505,0.505,1
2026-05-03T17:24:41.764000+00:00,11280,1284,0.761,0.761,1
2026-05-03T17:24:49.358000+00:00,11280,1284,0.67,0.67,1
2026-05-03T17:24:54.344000+00:00,11280,1284,0.921,0.921,1
2026-05-03T17:25:00.255000+00:00,11280,1284,0.834,0.834,1
2026-05-03T17:25:06.638000+00:00,11280,1284,1.021,1.021,1
2026-05-03T17:25:12.951000+00:00,11280,1284,1.788,1.788,1
2026-05-03T17:25:22.809000+00:00,11280,1284,0.543,0.543,1
2026-05-03T17:25:39.434000+00:00,11280,1284,0.411,0.411,1
2026-05-03T17:25:48.918000+00:00,11280,1284,0.725,0.725,1
2026-05-03T17:25:55.637000+00:00,11280,1284,0.465,0.465,1
2026-05-03T17:25:58.769000+00:00,11280,1284,0.522,0.522,1
2026-05-03T17:26:01.973000+00:00,11280,1284,0.638,0.638,1
2026-05-03T17:26:02.749000+00:00,11280,1284,0.66,0.66,1
2026-05-03T17:26:05.643000+00:00,11280,1284,0.77,0.77,1
2026-05-03T17:26:07.818000+00:00,11280,1284,0.793,0.793,1
2026-05-03T17:26:12.146000+00:00,11280,1284,0.75,0.75,1
2026-05-03T17:26:16.271000+00:00,11280,1284,0.827,0.827,1
2026-05-03T17:26:20.287000+00:00,11280,1284,0.679,0.679,1
2026-05-03T17:26:23.810000+00:00,11280,1284,0.703,0.703,1
2026-05-03T17:26:26.252000+00:00,11280,1284,0.786,0.786,1
2026-05-03T17:26:29.728000+00:00,11280,1284,0.8,0.8,1
2026-05-03T17:26:34.697000+00:00,11280,1284,0.788,0.788,1
2026-05-03T17:26:37.868000+00:00,11280,1284,0.764,0.764,1
2026-05-03T17:26:41.212000+00:00,11280,1284,0.688,0.688,1
2026-05-03T17:26:43.868000+00:00,11280,1284,0.554,0.554,1
2026-05-03T17:26:47.150000+00:00,11280,1284,0.357,0.357,1
2026-05-03T17:26:51.236000+00:00,11280,1284,0.497,0.497,1
2026-05-03T17:26:56.732000+00:00,11280,1284,0.671,0.671,1
2026-05-03T17:27:00.389000+00:00,11280,1284,0.789,0.789,1
2026-05-03T17:27:04.663000+00:00,11280,1284,0.842,0.842,1
2026-05-03T17:27:09.320000+00:00,11280,1284,0.856,0.856,1
2026-05-03T17:27:13.492000+00:00,11280,1284,0.797,0.797,1
2026-05-03T17:27:17.898000+00:00,11280,1284,0.578,0.578,1
2026-05-03T17:27:21.898000+00:00,11280,1284,0.276,0.276,1
2026-05-03T17:27:24.148000+00:00,11280,1284,0.416,0.416,1
2026-05-03T17:27:28.528000+00:00,11280,1284,0.411,0.411,1
2026-05-03T17:27:31.595000+00:00,11280,1284,0.426,0.426,1
2026-05-03T17:27:34.546000+00:00,11280,1284,0.37,0.37,1
2026-05-03T17:27:35.320000+00:00,11280,1284,0.338,0.338,1
2026-05-03T17:27:38.219000+00:00,11280,1284,0.198,0.198,1
2026-05-03T17:27:40.618000+00:00,11280,1284,0.453,0.453,1
2026-05-03T17:27:45.088000+00:00,11280,1284,0.539,0.539,1
2026-05-03T17:27:49.009000+00:00,11280,1284,0.552,0.552,1
2026-05-03T17:27:53.103000+00:00,11280,1284,0.458,0.458,1
2026-05-03T17:27:56.681000+00:00,11280,1284,0.514,0.514,1
2026-05-03T17:27:58.983000+00:00,11280,1284,0.574,0.574,1
2026-05-03T17:28:02.501000+00:00,11280,1284,0.608,0.608,1
2026-05-03T17:28:07.532000+00:00,11280,1284,0.488,0.488,1
2026-05-03T17:28:10.657000+00:00,11280,1284,0.448,0.448,1
2026-05-03T17:28:13.938000+00:00,11280,1284,0.31,0.31,1
2026-05-03T17:28:16.530000+00:00,11280,1284,0.111,0.111,1
2026-05-03T17:28:19.765000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:29:08.252000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:30:40.998000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:32:14.008000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:33:46.835000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:35:19.950000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:36:52.989000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:38:26.020000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:39:59.180000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:41:32.100000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:43:05.111000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:44:38.210000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:46:11.302000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:47:44.670000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:49:17.772000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:50:56.301000+00:00,11280,1284,0.0,0.0,1
2026-05-03T17:51:19.755000+00:00,11280,1284,5.306,1.015,1
2026-05-03T17:51:24.102000+00:00,11280,1284,5.653,1.285,1
2026-05-03T17:51:28.135000+00:00,11280,1284,5.623,0.073,1
2026-05-03T17:51:31.818000+00:00,11280,1284,5.844,0.564,1
2026-05-03T17:51:34.233000+00:00,11280,1284,5.815,0.55,1
2026-05-03T17:51:37.687000+00:00,11280,1284,5.764,0.478,1
2026-05-03T17:51:42.683000+00:00,11280,1284,5.613,0.523,1
2026-05-03T17:51:45.818000+00:00,11280,1284,5.571,0.542,1
2026-05-03T17:51:49.124000+00:00,11280,1284,5.471,0.579,1
2026-05-03T17:51:51.734000+00:00,11280,1284,5.291,0.608,1
2026-05-03T17:51:54.984000+00:00,11280,1284,5.013,0.607,1
2026-05-03T17:51:58.859000+00:00,11280,1284,4.908,0.636,1
2026-05-03T17:52:04.265000+00:00,11280,1284,4.811,0.443,1
2026-05-03T17:52:08.051000+00:00,11280,1284,4.86,0.426,1
2026-05-03T17:52:12.310000+00:00,11280,1284,4.982,0.404,1
2026-05-03T17:52:17.095000+00:00,11280,1284,4.994,0.438,1
2026-05-03T17:52:21.237000+00:00,11280,1284,4.929,0.393,1
2026-05-03T17:52:25.534000+00:00,11280,1284,4.754,0.361,1
2026-05-03T17:52:29.501000+00:00,11280,1284,4.473,0.273,1
2026-05-03T17:52:31.918000+00:00,11280,1284,4.694,0.306,1
2026-05-03T17:52:36.535000+00:00,11280,1284,4.894,0.314,1
2026-05-03T17:52:39.567000+00:00,11280,1284,4.854,0.328,1
2026-05-03T17:52:42.645000+00:00,11280,1284,,0.228,1
2026-05-03T17:52:43.458000+00:00,11280,1284,0.596,0.177,1
2026-05-03T17:52:46.380000+00:00,11280,1284,0.548,0.009,1
2026-05-03T17:52:48.770000+00:00,11280,1284,0.716,0.158,1
2026-05-03T17:52:53.349000+00:00,11280,1284,0.923,0.244,1
2026-05-03T17:52:57.442000+00:00,11280,1284,1.003,0.302,1
2026-05-03T17:53:01.368000+00:00,11280,1284,1.009,0.231,1
2026-05-03T17:53:04.890000+00:00,11280,1284,1.128,0.385,1
2026-05-03T17:53:07.297000+00:00,11280,1284,1.106,0.458,1
2026-05-03T17:53:10.703000+00:00,11280,1284,1.093,0.376,1
2026-05-03T17:53:15.765000+00:00,11280,1284,0.901,0.432,1
2026-05-03T17:53:18.890000+00:00,11280,1284,0.871,0.438,1
2026-05-03T17:53:22.109000+00:00,11280,1284,0.716,0.422,1
2026-05-03T17:53:24.640000+00:00,11280,1284,0.455,0.398,1
2026-05-03T17:53:27.797000+00:00,11280,1284,0.318,0.153,1
2026-05-03T17:53:31.801000+00:00,11280,1284,0.609,0.109,1
2026-05-03T17:53:37.643000+00:00,11280,1284,0.99,0.263,1
2026-05-03T17:53:41.445000+00:00,11280,1284,1.153,0.364,1
2026-05-03T17:53:45.868000+00:00,11280,1284,1.33,0.44,1
2026-05-03T17:53:50.636000+00:00,11280,1284,1.429,0.393,1
2026-05-03T17:53:54.810000+00:00,11280,1284,1.377,0.344,1
2026-05-03T17:53:59.051000+00:00,11280,1284,1.17,0.122,1
2026-05-03T17:54:03.051000+00:00,11280,1284,0.975,0.975,1
2026-05-03T17:54:05.161000+00:00,11280,1284,0.941,0.941,1
2026-05-03T17:54:10.117000+00:00,11280,1284,1.382,1.382,1
2026-05-03T17:54:13.068000+00:00,11280,1284,1.311,1.311,1
2026-05-03T17:54:16.102000+00:00,11280,1284,1.298,1.298,1
2026-05-03T17:54:16.835000+00:00,11280,1284,1.297,1.297,1
2026-05-03T17:54:19.835000+00:00,11280,1284,1.295,1.295,1
2026-05-03T17:54:21.998000+00:00,11280,1284,1.34,1.34,1
2026-05-03T17:54:26.358000+00:00,11280,1284,1.312,1.312,1
2026-05-03T17:54:30.385000+00:00,11280,1284,1.339,1.339,1
2026-05-03T17:54:34.421000+00:00,11280,1284,1.387,1.387,1
2026-05-03T17:54:37.928000+00:00,11280,1284,1.457,1.457,1
2026-05-03T17:54:40.297000+00:00,11280,1284,1.535,1.535,1
