session_key,session_type,session_name,date_start,date_end,meeting_key,circuit_key,circuit_short_name,country_key,country_code,country_name,location,gmt_offset,year,is_cancelled
11280,Race,Race,2026-05-03T17:00:00+00:00,2026-05-03T19:00:00+00:00,1284,151,Miami,19,USA,United States,Miami Gardens,-04:00:00,2026,False
