date,session_key,z,meeting_key,y,driver_number,x
2026-03-29T04:19:55.883000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:56.243000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:56.663000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:56.763000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:57.124000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:57.384000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:57.624000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:57.904000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:58.084000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:58.364000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:58.584000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:58.764000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:58.984000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:59.184000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:59.404000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:59.584000+00:00,11253,0,1281,0,16,0
2026-03-29T04:19:59.844000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:00.224000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:00.464000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:00.624000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:00.723000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:01.063000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:01.223000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:01.483000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:01.883000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:02.123000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:02.363000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:02.683000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:02.943000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:03.183000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:03.423000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:03.604000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:03.904000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:04.144000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:04.484000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:04.664000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:04.944000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:05.104000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:05.424000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:05.684000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:06.044000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:06.224000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:06.524000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:06.764000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:07.024000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:07.343000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:07.703000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:07.803000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:08.183000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:08.503000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:08.763000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:09.083000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:09.303000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:09.483000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:09.743000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:09.963000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:10.264000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:10.564000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:10.744000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:10.804000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:11.144000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:11.404000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:11.644000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:12.004000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:12.364000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:12.644000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:12.804000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:13.204000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:13.424000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:13.584000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:13.863000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:14.223000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:14.503000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:14.703000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:14.843000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:15.163000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:15.463000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:15.683000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:15.763000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:16.083000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:16.343000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:16.543000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:16.744000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:16.904000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:17.064000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:17.304000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:17.524000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:17.724000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:18.784000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:18.804000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:19.084000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:19.404000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:19.684000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:19.984000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:20.184000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:20.384000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:20.583000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:20.783000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:20.943000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:21.123000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:21.423000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:21.643000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:21.923000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:22.303000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:22.483000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:22.903000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:23.163000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:23.484000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:23.644000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:23.844000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:24.044000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:24.284000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:24.544000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:24.904000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:25.064000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:25.284000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:25.524000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:25.764000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:25.944000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:26.344000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:26.644000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:26.884000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:27.263000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:27.463000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:27.823000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:28.123000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:28.343000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:28.663000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:28.963000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:29.183000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:29.563000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:29.984000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:30.204000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:30.464000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:30.664000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:30.964000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:31.224000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:32.224000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:32.584000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:32.724000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:33.064000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:33.404000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:33.603000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:33.823000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:34.163000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:34.343000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:34.583000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:34.743000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:34.923000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:35.163000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:35.343000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:35.503000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:35.743000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:35.963000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:36.223000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:36.524000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:36.844000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:36.984000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:37.204000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:37.664000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:37.784000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:38.004000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:38.204000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:38.544000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:38.864000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:39.164000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:39.324000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:39.764000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:39.804000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:40.004000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:40.303000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:40.783000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:41.003000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:41.183000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:41.623000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:41.963000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:42.443000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:42.803000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:43.104000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:43.264000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:43.444000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:43.644000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:43.804000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:44.084000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:44.284000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:44.484000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:44.784000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:45.164000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:45.424000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:45.604000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:45.804000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:46.004000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:46.264000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:46.464000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:46.744000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:46.983000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:47.243000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:47.543000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:47.783000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:47.963000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:48.163000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:48.363000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:48.543000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:48.763000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:49.063000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:49.303000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:49.724000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:49.884000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:50.164000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:50.544000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:50.744000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:50.904000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:51.184000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:51.464000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:51.624000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:51.904000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:52.224000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:52.644000+00:00,11253,0,1281,0,16,0
2026-03-29T04:20:53.044000+00:00,11253,0,1281,0,16,0
